country,sector,step (tC02perM$),total (tC02perM$),counterfactual (tC02perM$),change (%),output (M$),counterfactual output (M$),sector name
ARG,90T93,16.30425062676191,225.9261443132364,179.4768206846667,-20.55951681456122,4784.028520266382,4966.692355824724,Entertainment
ARG,94T98,8.838317738450902,180.20894222825734,143.89237710070483,-20.15247671869301,20931.5851132124,21612.729632659804,Other service
AUS,01T02,2670.900305959225,3428.787052461802,3241.9167125304252,-5.450042159871302,66380.54243523182,47368.367548465234,Agriculture
AUS,03,150.16181899332216,937.0496810893831,747.0944970336803,-20.271623574415713,8497.499621103718,8183.766592078215,Fishing
AUS,05T06,349.150448869764,591.9793248767018,537.4096037568472,-9.218180234794588,125799.2430961901,106131.57317215009,"Mining, energy"
AUS,07T08,199.176102949272,519.3144084613928,447.3317917570533,-13.861085987890675,104398.27483553792,109920.84977364507,"Mining, non-energy"
AUS,10T12,40.53584508449444,1354.8498865330205,1021.4764190805215,-24.605933894682735,78523.09464290766,76784.95517160605,Food products
AUS,13T15,89.73456971604556,998.8464648431774,766.4301408190456,-23.268473404530894,4591.318611140894,4115.001631066884,Textiles
AUS,16,33.339010343583745,805.7134184662682,609.8996865581969,-24.303148913768425,11083.503620919302,11370.615563884288,Wood
AUS,17T18,78.23935233678411,530.9756231064705,419.57331074275373,-20.9806830136491,11797.132420356873,12042.08175360444,Paper
AUS,19,1315.9393294878062,1916.4392671384664,1804.2481876412357,-5.854142180291944,17650.80010344005,13554.82279500519,Coke
AUS,20,768.4847804590448,1400.9249424558684,1263.0504782504927,-9.841673884660594,12493.071651028822,11017.989000647194,Chemicals
AUS,21,185.4944448792026,636.6950995350505,529.1013100792453,-16.89879339959991,9029.920012379836,8979.083547851076,Pharmaceuticals
AUS,22,62.86500435687197,653.3972115110248,517.2446419234926,-20.837641665575873,11039.528384668549,11903.098071407787,Plastics
AUS,23,714.917293427128,1201.1691934768746,1096.2651355994785,-8.733495534775031,15622.15881848495,15476.411685163443,Non-metallic minerals
AUS,24,593.3562873312093,1263.2848832486857,1122.9194499443686,-11.111146437797217,41821.54091871672,50147.73505453687,Basic metals
AUS,25,19.503672554243085,603.7773925756238,465.5299486581946,-22.897088499403125,22662.398518572416,23651.909455228964,Fabricated metals
AUS,26,4.151482037176262,276.7324965793414,209.7915041975086,-24.18978371144796,8189.846347769815,8594.718335724181,Electronic
AUS,27,5.1369716801312135,406.14171375961826,309.9485938853093,-23.68461958360733,4672.013297800966,5030.870715368235,Electrical equipment
AUS,28,6.41817351675792,384.75994406502747,291.1590122698816,-24.327098815495873,10127.49185267184,10562.05646619852,Machinery
AUS,29T30,5.7629492667672375,435.8908601041733,327.26943358661947,-24.91940906758046,19608.015751870043,20482.907312052237,Transport equipments
AUS,31T33,20.611433260212287,350.50843533782853,269.4528488794345,-23.125145727312017,16495.69904759249,17107.039719928234,Manufacturing nec
AUS,35,3146.065948022762,4586.469578872196,4163.201871515668,-9.228616914986887,56913.61940856064,39925.106068938716,Energy
AUS,36T39,26.180959071254115,260.6362538768726,202.87462726171523,-22.16177747952308,28723.164722627476,28574.983030789917,Water supply
AUS,41T43,26.07413369776974,401.9418950470063,314.08744634389876,-21.857499749518055,341602.9120369918,346052.49231002113,Construction
AUS,45T47,15.38681395954277,282.43731182605893,220.12551221053528,-22.062169906892052,212454.6386662844,213172.0774308754,"Wholesale, retail"
AUS,49,371.9015406836791,718.9226084194593,648.4331480543776,-9.80487461926559,43110.8727609087,41073.525058095045,Land transport
AUS,50,483.1064134733055,802.5708527073376,751.0825995135749,-6.415415289513163,20962.2553490683,20331.107770973565,Water transport
AUS,51,1011.409211362574,1384.7141611693473,1307.3531791492392,-5.586783481348903,21434.449831432696,20243.1903664685,Air transport
AUS,52,16.114459113471565,215.6992044418715,171.59182961155048,-20.44855702850191,48776.07088548879,48662.4266194848,Warehousing
AUS,53,106.09309747927308,429.24379384703934,365.0909741357635,-14.945543914872928,11348.523406390505,11262.86118351757,Post
AUS,55T56,6.0541262984031965,407.6267565830465,303.55838700624497,-25.530308768040726,66566.16993707136,68306.52673861847,Tourism
AUS,58T60,11.498316789106044,210.4125029992756,164.23125313162933,-21.94795898977793,19655.050747438203,20226.493615204163,Media
AUS,61,33.70602244703729,247.80437386773647,197.20538339048844,-20.418925496551097,42752.00380775459,43289.92716197982,Telecom
AUS,62T63,3.689844547045225,122.4519085182516,96.51109677383742,-21.184489534148568,57726.009127015226,58493.52393744356,IT
AUS,64T66,8.416760541731337,77.79904165562233,62.34148687690897,-19.868567079702956,185938.52019913564,185923.1818574977,"Finance, insurance"
AUS,68,4.007029416669843,77.13529725549947,59.69950751910789,-22.604164833432947,212626.3402149114,217123.87624978664,Real estate
AUS,69T75,8.630043085895192,149.0890622293756,116.68736976767939,-21.73311172341117,137658.64065518384,138002.6751003274,R&D
AUS,77T82,7.057330306013566,181.43916863267867,139.4480325508074,-23.143368875814133,114632.58270774849,114937.94780952366,Administration
AUS,84,11.710540941276957,244.65954871454,182.87819362333283,-25.25196969250173,118440.30151597396,120886.07100984629,Public sector
AUS,85,4.772938367074307,123.51891904813516,95.05883564052257,-23.041072272112203,95538.6315368486,98050.30776405742,Education
AUS,86T88,5.935623497658179,138.69688536363017,106.36194725320911,-23.31338445390938,138822.8212798703,142267.9678651463,Health
AUS,90T93,6.072423010992886,149.58917385338592,115.39810164065773,-22.856648868346085,29642.203725620995,30377.834728816037,Entertainment
AUS,94T98,5.634738735896535,137.9445623138858,106.37337179740541,-22.886868454185063,24490.931428791973,24998.47744408406,Other service
AUT,01T02,773.3936365933283,1122.0410007976027,1054.9263448959998,-5.981479808125954,11746.427007101094,11987.867321156842,Agriculture
AUT,03,38.27640782531801,269.92347465318517,224.98469634046515,-16.648710665295113,104.5030144483462,109.31279188969019,Fishing
AUT,05T06,1963.196322299265,2357.1180716076133,2274.503194551025,-3.504910426495641,1269.7737906063408,975.5926283916517,"Mining, energy"
AUT,07T08,292.2867670192239,621.5190003496956,561.0726213080881,-9.725588277687024,1588.8717520686562,1565.9430450980171,"Mining, non-energy"
AUT,10T12,29.31333450070325,403.7365610085351,325.8863671056398,-19.282423595332872,27086.64890993385,28957.663627912785,Food products
AUT,13T15,26.480853594131155,249.32710052133197,203.47734619857684,-18.389398596015155,3398.68198281744,3468.7506457493514,Textiles
AUT,16,34.44353039281215,417.0177986583383,350.6035386179526,-15.926001301157598,11046.02866753918,11495.171899574992,Wood
AUT,17T18,155.46204753654152,464.24670369874474,411.1756349325305,-11.431652253723414,10664.98239456344,10396.25182270469,Paper
AUT,19,192.86544730066268,1365.617330658405,1114.025439116093,-18.423308337849832,7421.619687945318,7451.274320408969,Coke
AUT,20,184.22221073375312,615.2101037831662,532.6547926518252,-13.419043449331582,16869.994869899718,17554.056205180026,Chemicals
AUT,21,70.05710842798567,231.29138466417353,201.4375089363611,-12.907474167772904,5352.7758769187085,5484.187037518376,Pharmaceuticals
AUT,22,7.534533708763515,290.77560159252744,234.12481138137593,-19.482649129048298,8228.777306800948,8945.883539738978,Plastics
AUT,23,654.2897941735748,963.318623435481,908.2339404742875,-5.718220495389687,8167.99764812202,8497.176659762825,Non-metallic minerals
AUT,24,429.81555736416544,992.1368125441909,871.0674932936363,-12.20288550125359,21937.864587369942,23162.10982935283,Basic metals
AUT,25,7.803115757311794,338.38654920898017,265.39334189704977,-21.57095412999155,20120.168005054325,21023.55676076531,Fabricated metals
AUT,26,6.457074062479458,188.91452109409116,149.8710470635156,-20.667269940106664,11150.5612764108,11556.164492644857,Electronic
AUT,27,9.09662424810057,263.2526846500444,205.4947294801073,-21.940120096673567,15720.117276456622,16521.18822302805,Electrical equipment
AUT,28,7.695220482383187,227.079063026089,178.319608636384,-21.47245709927165,30148.583855540197,31325.50290544606,Machinery
AUT,29T30,6.863792279919546,249.7448533299123,195.36548433044024,-21.773969823368915,25933.18572893736,26857.05671521369,Transport equipments
AUT,31T33,13.848621724737022,294.23644744770365,232.25001303823888,-21.066878337865333,15886.057426713176,16757.32420576828,Manufacturing nec
AUT,35,212.20784583801225,902.6735961368181,778.6729638251107,-13.737039926989581,39183.282631063565,40922.89326061026,Energy
AUT,36T39,25.20702935327761,157.63763041132685,136.25175109578512,-13.566481086869388,9917.868404731043,10282.374733682958,Water supply
AUT,41T43,26.143499072967145,229.02080702934305,190.87186817530628,-16.65741176483978,69233.2726751016,72247.61363140168,Construction
AUT,45T47,14.517435491162692,113.93294475862791,95.29877086854852,-16.355386872126175,84174.64646175815,86448.14303552637,"Wholesale, retail"
AUT,49,186.0728477349936,345.3393168793421,316.64571708044105,-8.308813504987128,21631.31294541392,21771.718773006498,Land transport
AUT,50,665.2153120244665,918.0872254604179,870.8821757783434,-5.141673729138461,915.4930576486807,974.1879590598518,Water transport
AUT,51,851.2526756397847,1059.8053639901516,1020.6421188447122,-3.6953242997365408,3848.4460533857623,3841.047393760303,Air transport
AUT,52,17.909873756680074,111.83815912707556,95.36622688021356,-14.728364965437109,15075.483147908548,15449.379767477425,Warehousing
AUT,53,12.836967828072076,106.63535676036771,92.80756429098993,-12.967361754555554,3661.300754935265,3773.2547413774755,Post
AUT,55T56,15.80050794783844,130.80466151457048,108.13617748179772,-17.330027668966295,34429.27289400344,35969.969824535896,Tourism
AUT,58T60,5.555301554649489,131.16681296326234,111.51077552341164,-14.985526442085657,7020.320970219716,7125.044039702546,Media
AUT,61,5.475496465076179,103.81068104480299,84.16006445584935,-18.92928202683956,7305.273641418284,7482.005633786518,Telecom
AUT,62T63,7.880257964232106,81.26464813184046,68.11112062308773,-16.18603883870017,16243.12307807464,16333.672752421086,IT
AUT,64T66,4.902409732722297,60.49502283602605,51.22956680652483,-15.316063363783798,32229.04828729258,32972.71431330163,"Finance, insurance"
AUT,68,6.721045936899607,65.03654104579499,55.56534811776726,-14.562879230244818,60109.691823705,62788.65193875844,Real estate
AUT,69T75,9.400847326783444,92.23092137735104,77.8800589791215,-15.559708375366668,42549.35604159656,43412.205031738304,R&D
AUT,77T82,14.491555974997032,83.6472383601872,71.57583466623518,-14.431323652279161,27671.28669218573,28572.867993085205,Administration
AUT,84,22.551558364221165,94.89644502486247,82.5402195681567,-13.020746407801155,30552.21235145872,32000.954041946865,Public sector
AUT,85,21.39380294673657,73.41345014372646,64.4448568923684,-12.216553279814036,26269.289354454293,27506.6623050947,Education
AUT,86T88,23.100332313795725,113.49401019744498,96.86629541799911,-14.650742140945326,42293.76386141973,44322.37325925237,Health
AUT,90T93,21.574822093568912,106.34092941571076,91.77801658250887,-13.694551019271401,7786.854476546435,8117.285592805224,Entertainment
AUT,94T98,18.09117797340343,102.14463147801222,87.29799249492214,-14.534918544677481,9728.49862285058,10165.102604241676,Other service
BEL,01T02,1078.1827397390325,1562.7656301189108,1433.7034439396423,-8.258575930509068,11827.406366277548,11397.702308844311,Agriculture
BEL,03,169.01015031012847,437.82810266815005,388.58402000854863,-11.247355379772358,177.50413182256165,184.53919916280194,Fishing
BEL,05T06,182489.42598308504,194715.44810314977,182892.23776809985,-6.072045361694492,35.691647530676256,0.18380649706425245,"Mining, energy"
BEL,07T08,103.89415602513296,740.8009420826301,364.94724144703997,-50.73612616891985,1078.6451823609236,1073.5869773578952,"Mining, non-energy"
BEL,10T12,47.57949598873317,590.8802552613824,452.01650414497107,-23.50116624813998,51997.18804473766,54017.76192773974,Food products
BEL,13T15,46.62657920076305,335.70619133327506,272.598736753883,-18.798418441065223,6627.121382195312,6633.417234340899,Textiles
BEL,16,17.74481864726119,406.7620909968206,317.5385285635788,-21.935073205713067,4519.248963803976,4821.561851885121,Wood
BEL,17T18,61.66236747147404,371.7838396250888,307.0427633991749,-17.413633763963375,8611.411169797346,8832.032320601043,Paper
BEL,19,180.58189934697475,825.0513351149746,720.2131666987518,-12.706866100836379,31740.50884007289,32173.99334363925,Coke
BEL,20,343.4309590077122,729.8205390876883,654.4479438529827,-10.327551938854043,39585.41732122849,39292.04396748952,Chemicals
BEL,21,98.53124095346897,246.89793531946324,220.16091771059752,-10.829178289510793,32598.79779162485,33427.63728220147,Pharmaceuticals
BEL,22,24.06870720602846,473.9885018506561,364.7548259852697,-23.045638330653787,17283.853114296267,18557.148135813022,Plastics
BEL,23,783.7828678068388,1221.1432322872354,1110.665931227909,-9.047038720625707,10308.81591302052,10271.07008432936,Non-metallic minerals
BEL,24,202.10224549654976,850.6634174750974,675.6266535480672,-20.576500685378804,32840.08621325934,40189.203379043436,Basic metals
BEL,25,12.925520622191234,390.5829290062945,288.8300216470997,-26.051550081328557,17020.59100213666,17914.038367089117,Fabricated metals
BEL,26,11.378956236217876,219.29196468229648,172.4124104741381,-21.37768899835251,5097.128312647239,5281.955485324742,Electronic
BEL,27,11.538054583344149,363.40508956335634,277.99596757151176,-23.502456196875656,4246.816449519518,4432.589332878094,Electrical equipment
BEL,28,11.594774853872671,287.40407640299634,219.1856173593802,-23.736079145920186,14920.513953940015,15494.092119887495,Machinery
BEL,29T30,8.372036150155955,255.6947482933274,196.84867145795866,-23.01419064261023,18872.35042541673,19691.96317384032,Transport equipments
BEL,31T33,32.51813012271661,289.57690223939096,230.33101704964164,-20.459465078734496,11716.540851586047,12791.10077956078,Manufacturing nec
BEL,35,907.9130655854416,1300.1829574908948,1216.0370985930356,-6.4718475513818845,17208.696065988777,16736.42550773317,Energy
BEL,36T39,24.299495920243032,249.96102649297615,174.01179173205588,-30.3844306556544,14485.897203602544,15634.39001028151,Water supply
BEL,41T43,14.76769218981108,308.17372734018073,228.65379306923762,-25.8036059586495,101031.35823953593,105217.7137047255,Construction
BEL,45T47,16.219749018574372,147.05188647542602,120.8819867700971,-17.796371289464687,128608.64848224068,131959.9801859041,"Wholesale, retail"
BEL,49,127.71835186014836,327.4519191795209,280.08791925259925,-14.464413598674014,27842.514002167994,28683.63108344168,Land transport
BEL,50,2254.757130620227,2665.527445501339,2585.5238917353568,-3.0014154947459133,3709.4904308825817,2421.646855234202,Water transport
BEL,51,734.1282356652144,1106.7396601075188,1041.8239088626801,-5.865494260730856,7440.117045832908,7523.434307168629,Air transport
BEL,52,27.37312607403935,215.03428343575396,180.58533549456521,-16.02021193587072,34194.12154345431,34302.37974663355,Warehousing
BEL,53,38.299298368344616,227.39752437921442,194.8534977047419,-14.311513180856451,5822.56097371004,5904.349634831874,Post
BEL,55T56,13.251625287093958,247.5376389700127,192.0065144024466,-22.43340640988066,23997.05644482017,24878.66640153452,Tourism
BEL,58T60,11.636049413241064,138.56199994971158,114.4077226865267,-17.43210784482845,11258.116509107513,11401.3890860526,Media
BEL,61,9.935837336526982,111.42831739521989,90.17237110503642,-19.075892723742527,18619.46746248422,18978.2270364975,Telecom
BEL,62T63,9.285150893482664,135.35204620304816,107.4622180146609,-20.60539827122257,45987.40557891368,46575.244072427624,IT
BEL,64T66,6.189667010556314,79.18155643286939,66.2855543871256,-16.28662358598254,184824.15904586436,188010.547557046,"Finance, insurance"
BEL,68,11.631736801561493,67.7504616010887,56.08633155250378,-17.21631081609854,67573.74357838668,70296.195907912,Real estate
BEL,69T75,13.47378850007553,99.77016486035764,83.47777907803342,-16.329917671407784,114295.99032160608,116526.1118317269,R&D
BEL,77T82,31.61475377389689,172.10886489929712,145.10409757987543,-15.690515032576897,58042.52068903002,59296.247161742576,Administration
BEL,84,21.76683192247492,84.55868354184386,72.00478148998431,-14.846378309150538,54532.51094268736,56940.89806564775,Public sector
BEL,85,12.114923184418432,47.66470890614327,40.70390349666907,-14.603688072827083,42014.29858462897,43889.467262212034,Education
BEL,86T88,16.623803789313218,123.53447257388234,101.7541035876605,-17.631004959523054,65749.0917152575,68694.42881099577,Health
BEL,90T93,13.213744552343847,144.95718777997578,118.4160494733446,-18.309639358426864,9081.45299196922,9426.998969132583,Entertainment
BEL,94T98,12.337353666601606,124.06502349700975,101.64368138818725,-18.07225072533268,14427.729382668424,15007.203415122573,Other service
BGR,01T02,1916.5890576272927,2625.993584106028,2443.0117140150137,-6.968100424864787,5385.650387036316,3895.4913851199794,Agriculture
BGR,03,76.65084669246924,830.8614259576568,655.5643819003099,-21.09822872752798,65.2308515268004,66.45630736262561,Fishing
BGR,05T06,850.3771714014656,2004.3572169325146,1614.2488798097663,-19.463014567821062,531.2340082498472,451.7609041981697,"Mining, energy"
BGR,07T08,263.3612561382199,930.0871155173041,729.5163292281413,-21.56473118946579,1452.356119179847,1399.5498452496554,"Mining, non-energy"
BGR,10T12,50.65729199378568,971.2355979474336,715.2637510003669,-26.35527852233035,6534.103718781592,6771.396952181002,Food products
BGR,13T15,25.57968776927267,410.13743216434335,306.9617300681523,-25.15637296301408,2384.704635577124,2534.642217068783,Textiles
BGR,16,85.43758247612888,1063.1613679542488,805.1208157321877,-24.271061759757757,627.9795088654441,609.0571566594141,Wood
BGR,17T18,90.56665283504898,747.5000685755036,568.3858928131555,-23.961760445545195,1225.616675954302,1225.527332352585,Paper
BGR,19,457.2179773728705,1746.35807254531,1479.1388979331389,-15.301511116944084,3739.954999399877,3410.4489321905357,Coke
BGR,20,2067.074155456965,3167.200660008541,2855.6478271730134,-9.836851727439566,1722.781891084478,945.6344824263076,Chemicals
BGR,21,946.5931104724052,1888.7133578849473,1593.6580721568514,-15.622025676702464,729.9862975499057,497.0166458143589,Pharmaceuticals
BGR,22,12.816561210050654,657.1069149510365,464.67201178288263,-29.285173963280073,2028.625274274896,2253.3830328934255,Plastics
BGR,23,2449.719569800641,3670.33353383095,3353.0247581658846,-8.64522999722783,1666.701752450903,1191.7265010504432,Non-metallic minerals
BGR,24,68.07189516595419,1309.6727726888626,965.7617369339528,-26.25931018240786,6028.26081894128,7669.800509618215,Basic metals
BGR,25,26.379214571074723,669.5482581645167,482.6517501250439,-27.913821858311806,2615.695771156876,2765.7410659436346,Fabricated metals
BGR,26,18.051500170218667,451.68707864745437,322.18461618045507,-28.670836202528847,775.5588105135536,809.8113512077462,Electronic
BGR,27,16.35861174273492,648.2815780709913,470.7657102500285,-27.382525406502225,2139.5458581956977,2237.941950323248,Electrical equipment
BGR,28,19.066675284368827,634.31426483437,458.5642036554904,-27.70709582335671,2150.3486784406755,2224.917218078477,Machinery
BGR,29T30,11.707780629310944,505.92981911936135,373.9245486451765,-26.091616956667565,1793.678978526936,1878.3465058939673,Transport equipments
BGR,31T33,16.0582564492654,435.5363682964816,320.2682346911947,-26.465788392399105,2117.2908844381645,2351.2577158796535,Manufacturing nec
BGR,35,5239.640260709884,6117.010403071216,5908.734914291389,-3.4048575211717207,4342.091988757567,2623.085353363017,Energy
BGR,36T39,49.913216983362815,909.4673458387709,624.722420412303,-31.308977362332598,1081.8777723343178,1111.018488553444,Water supply
BGR,41T43,68.47372784976704,761.1901741051186,581.3368613722772,-23.627907827933157,9813.982984457683,10182.019465379126,Construction
BGR,45T47,37.421304898944406,379.5419676111216,284.895925998651,-24.93691072114713,15205.242081658424,15356.882758269956,"Wholesale, retail"
BGR,49,534.7228406787045,1085.28446758715,953.4090218401402,-12.151233126942358,6270.538202078964,5746.65713615091,Land transport
BGR,50,1245.6624132503623,1790.140605723375,1653.7218834144264,-7.620559070767712,150.9237157677763,131.3185884217671,Water transport
BGR,51,455.1016404200717,1019.1519039236571,885.1213592239042,-13.151184252685553,758.0724158268365,851.7666360119669,Air transport
BGR,52,34.71017768571157,487.7912799347153,354.22578867965257,-27.381689002915095,2765.759393952004,2750.4985701506553,Warehousing
BGR,53,100.4195929954548,364.320419935109,301.0804341852498,-17.358342351802065,517.8272332009316,531.7035814327342,Post
BGR,55T56,11.601580063831634,470.99403108543845,334.85268434049704,-28.90511084210435,2930.6352938938285,3054.4925722321186,Tourism
BGR,58T60,7.925417116306117,160.3191558898424,120.77276733675193,-24.66728840579934,883.234269852861,939.2598719537208,Media
BGR,61,11.27148229538115,315.1465561854832,215.16788705291694,-31.724499973187918,1951.8284661650227,2036.0473772606774,Telecom
BGR,62T63,7.312874693156158,140.9827815001316,103.91107299491533,-26.29520293950341,3828.863637743463,3979.0331523674836,IT
BGR,64T66,8.677922468008342,118.7574751640973,87.62861904750348,-26.2121235514484,5646.512766234235,5774.3424566203,"Finance, insurance"
BGR,68,8.23275212414295,222.73488388347388,156.527033314981,-29.724957947373085,8138.22631723834,8527.036673908697,Real estate
BGR,69T75,9.339343816632455,179.39256503342932,135.37352073943484,-24.53783092169492,4497.103953406461,4661.073462186884,R&D
BGR,77T82,31.746290612700697,301.63097205474844,233.20785554889196,-22.684380201326647,3118.474571022581,3215.3652293679534,Administration
BGR,84,6.175942720996443,220.57551721385877,153.11164984952578,-30.585383281193202,5019.476604698558,5292.035403101484,Public sector
BGR,85,8.021875407864878,64.57856032526466,49.962648198982365,-22.63276241010317,2742.500834459554,2893.4519911329753,Education
BGR,86T88,9.34151497393234,284.1209453001395,203.10126449675548,-28.51591272786895,3639.666595287551,3828.2903776123835,Health
BGR,90T93,8.529013036542606,251.4939613104162,185.31328805151284,-26.315014847301768,2462.1840663187377,2581.9947423155813,Entertainment
BGR,94T98,8.11106067380336,362.9036163311064,263.53866758701764,-27.380534189394808,1356.17281664865,1411.1853550545293,Other service
BRA,01T02,7948.681707145448,8785.61339973225,8454.443438962444,-3.7694574721430314,150883.8592721441,55830.40842818364,Agriculture
BRA,03,11.662928510580498,153.92128460602345,95.02340634443301,-38.264934191749575,7288.049474271304,7237.023174916005,Fishing
BRA,05T06,871.1265085788615,1253.775137660149,1170.3198255542407,-6.656322142553918,53870.10115560333,44137.68515345123,"Mining, energy"
BRA,07T08,267.8043779715307,559.7443695787166,488.8221800302047,-12.670460553607796,37598.2517170397,38175.0288582025,"Mining, non-energy"
BRA,10T12,35.82412103487388,2800.927510963269,1540.6417722353158,-44.99530008523953,197855.5173230911,183519.95987876403,Food products
BRA,13T15,19.744123336799657,638.2787972271434,397.0526818107396,-37.79322084085444,42797.54464585749,44076.1258894463,Textiles
BRA,16,16.290215178947577,1067.8226211046685,627.6917532974695,-41.21760104237922,8474.573913025342,8683.160918754746,Wood
BRA,17T18,134.65915286700874,923.566467136997,630.7886982494687,-31.700779457175685,33944.96328455581,34030.49212581759,Paper
BRA,19,300.09947140548644,1480.2646613695524,1134.1360134676574,-23.382889353154866,130186.48397101772,116437.54508989055,Coke
BRA,20,251.9653353937935,1519.3984389023099,1041.353997786367,-31.46274399632175,82443.47178564977,69888.76160321893,Chemicals
BRA,21,135.22297168106354,387.6829408310161,317.17810319644747,-18.18621100104076,19767.35141056158,19995.488683205687,Pharmaceuticals
BRA,22,121.83695198106604,871.9652140745859,624.6382689730891,-28.36431329017914,31427.24713430981,31762.70937536688,Plastics
BRA,23,2044.530843870456,2654.149024321875,2506.024196698358,-5.5808783254498024,21749.168095611025,16844.201360262752,Non-metallic minerals
